Call Number,Call Number (Formatted),Title,Author,Barcode,Library,Home Location,Current Location,Year,Date Added,Last Check-Out,Check-Outs,,
U21.2 .D347 2001,U21.2.D3472001,Virtuous war : mapping the military-industrial-media-entertainment network / James Der Derian,"Der Derian, James",31275035665158,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,11/20/2001,5/23/2010,10,,
U102 .S887 2003,U102.S8872003,If by chance / John Strawson,"Strawson, John",31275039413308,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,1/13/2005,Never,0,,
U101 .S95 1994,U101.S951994,"The art of war = [Sunzi bing fa] / Sunzi ; translated, with introductions and commentary by Ralph D. Sawyer ; with the collaboration of Meijun Lee Sawyer","Sunzi, 6th century B.C",31275027589796,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/16/1996,2/28/2010,45,,
U101 .S95 1993,U101.S951993,Sunzi : the new translation / Sunzi ; research and reinterpretation by J.H. Huang,"Sunzi, 6th century B.C",31275035350652,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,9/25/1996,5/2/2008,27,,
TX951 .L79 1999,TX951.L791999,The great margarita book / Al Lucero with John Harrisson ; [foreword by Robert Redford],"Lucero, Al",31275029785913,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,9/28/1999,4/28/2004,7,,
TX907 .L355 1999x,TX907.L3551999x,Elegant small hotels : a connoisseur's guide / Pamela Lanier,"Lanier, Pamela",31275029629210,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,12/17/1999,4/20/2005,4,,
TX907 .I59,TX907.I59,International youth hostel handbook. Internationales Jugendherbergs-Verzeichnis. Guide international des auberges de la jeunesse,International Youth Hostel Federation,1017243-7001,LEAVEY,BOOKSTACKS,BOOKSTACKS,19,10/20/2004,Never,0,,
TX907 .A564,TX907.A564,The Annual directory of American bed & breakfasts,,1028765-2001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/15/2004,Never,0,,
TX907.2 .C66 6TH ED. 1997,TX907.2.C666THED.1997,Condo vacations : a complete guide / Pamela Lanier,"Lanier, Pamela",31275028304443,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,6/6/1997,Never,0,,
TX907.2 .C66,TX907.2.C66,Condo vacations : a complete guide / Pamela Lanier,"Lanier, Pamela",1072830-2001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/2002,Never,0,,
TX907.2 .A55,TX907.2.A55,All-suite hotel guide / Pamela Lanier,"Lanier, Pamela",1462567-2001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1987,9/26/2002,Never,0,,
TX905 .C6,TX905.C6,"The complete guide to bed & breakfasts, inns & guesthouses in the United States, Canada, & worldwide","Lanier, Pamela",1384714-3001,LEAVEY,BOOKSTACKS,BOOKSTACKS,19,9/25/2002,Never,0,,
TX837 .P46 1997,TX837.P461997,Sicilian vegetarian cooking : 99 more recipes to love / by John Penza ; illustrated by Miriam Dougenis,"Penza, John",31275012671476,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,3/18/1998,8/3/2011,21,,
TX837 .L45 1986,TX837.L451986,Vegetarian pleasures : a menu cookbook / Jeanne Lemlin,"Lemlin, Jeanne",31275015820708,LEAVEY,BOOKSTACKS,BOOKSTACKS,1986,9/25/1996,1/19/2010,36,,
TX837 .K586 2000,TX837.K5862000,The enchanted broccoli forest / by Mollie Katzen ; photography by Richard Jung,"Katzen, Mollie, 1950-",31275035180778,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,4/20/2000,11/16/2010,13,,
TX837 .K2594 2000,TX837.K25942000,The Moosewood cookbook / by Mollie Katzen ; photography by Richard Jung,"Katzen, Mollie, 1950-",31275035094276,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,3/31/2000,10/22/2010,36,,
TX837 .G678 1995,TX837.G6781995,All-American vegetarian : a regional harvest of low-fat recipes / Barbara Grunes and Virginia van Vynckt,"Grunes, Barbara",31275027597641,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/8/1996,10/26/2011,19,,
TX819.S24 H86 1998,TX819.S24H861998,The essential saffron companion / John Humphries,"Humphries, John, 1952-",31275012610904,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,10/13/1998,4/27/2004,5,,
TX815 .M54 1997,TX815.M541997,"Cool Coyote Cafe juice drinks / Mark Miller and Brett Kemmerer, with John Harrisson ; photography by Scott Vlaun","Miller, Mark Charles, 1949-",31275028552793,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,1/20/1998,12/8/2004,17,,
TX814.5.F5 M67 1995,TX814.5.F5M671995,Edible flowers : a kitchen companion; with recipes / Kitty Morse ; photography by Owen Morse,"Morse, Kitty",31275027863845,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/8/1996,1/13/2003,5,,
TX809.M17 H46313 1999,TX809.M17H463131999,"Pasta : a passion / Nina Dreyer Hensley, Jim Hensley, and Paul Lowe","Hensley, Nina Dreyer",31275029673440,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,11/3/1999,4/8/2004,13,,
TX801 .C337 1998,TX801.C3371998,Hot vegetables / Hugh Carpenter & Teri Sandison,"Carpenter, Hugh",31275012617586,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,10/14/1998,4/25/2002,17,,
TX773 .T76 1998,TX773.T761998,Charlie Trotter's desserts / recipes by Charlie Trotter & Michelle Gayer  ; wine notes by Brian Cronin ; color photography by Tim Turner ; black & white photography by Paul Elledge,"Trotter, Charlie",31275029760932,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,1/4/1999,4/20/2005,6,,
TX773 .O78 1997,TX773.O781997,"The village baker's wife : the desserts and pastries that made Gayle's famous / Gayle and Joe Ortiz, with Louisa Beers","Ortiz, Gayle",31275012280484,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,1/23/1998,4/20/2005,15,,
TX770 .S66 W66 1996,TX770.S66W661996,World sourdoughs from antiquity / Ed Wood,"Wood, Ed, 1926-",31275028838846,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,5/29/1997,1/28/2005,12,,
TX769 .R415 1998,TX769.R4151998,Crust & crumb : master formulas for serious bread bakers / Peter Reinhart,"Reinhart, Peter",31275012566494,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,11/24/1998,8/21/2006,13,,
TX769 .M555 1996,TX769.M5551996,Flavored breads : recipes from Mark Miller's Coyote Cafe / Mark Miller and Andrew MacLauchlan with John Harrisson ; photography by Judith Vevjoda and Scott Vlaun,"Miller, Mark Charles, 1949-",31275012217593,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,11/9/1997,1/3/2005,1,,
TX767.H7 O668 2000,TX767.H7O6682000,Honey : a connoisseur's guide with recipes / Gene Opton ; recipes by Gene Opton and Nancie Hughes,"Opton, Gene",31275034318213,LEAVEY,BOOKSTACKS,BOOKSTACKS,2000,7/26/2000,1/28/2005,3,,
TX741 .D74 1995,TX741.D741995,The new not-strictly vegetarian cookbook / written by Lois Dribin ; illustrations and script by Susan Ivankovich,"Dribin, Lois, 1947-",31275027936310,LEAVEY,BOOKSTACKS,BOOKSTACKS,1995,12/8/1996,9/15/2004,13,,
TX740 .C313 1999,TX740.C3131999,Fast appetizers / written by Hugh Carpenter ; photography by Teri Sandison,"Carpenter, Hugh",31275029781003,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,10/11/1999,11/19/2005,15,,
TX733 .L363 1997,TX733.L3631997,Cinnamon mornings & raspberry teas / by Pamela Lanier,"Lanier, Pamela",31275028512169,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,10/23/1997,5/17/2002,6,,
TX733 .L36 1999,TX733.L361999,Sweets & treats / by Pamela Lanier,"Lanier, Pamela",31275029929909,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,3/24/1999,2/3/2005,20,,
TX731 .S73 1982,TX731.S731982,"Entertaining / by Martha Stewart, text with Elizabeth Hawes ; photographs by Michael Skott and others ; design by Roger Black","Stewart, Martha",31275006657531,LEAVEY,BOOKSTACKS,BOOKSTACKS,1982,9/25/1996,7/13/2010,68,,
TX725.A8S28 1999,TX725.A8S281999,Australian food : in celebration of the new cuisine / introduction by Alan Saunders ; photographed by Rodney Weidland ; compiled by Barbara Beckett,"Saunders, Alan, 1954-",31275029781813,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,10/11/1999,5/4/2005,9,,
TX724.5.T5 K46 1999,TX724.5.T5K461999,Keo's Thai cuisine / Keo Sananikone,Keo Sananikone,31275029795896,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,7/9/1999,8/9/2005,17,,
TX724.5.J3 G68 1982,TX724.5.J3G681982,Japanese cooking for the American table / by Karen Green,"Green, Karen",31275006760541,LEAVEY,BOOKSTACKS,BOOKSTACKS,1982,9/25/1996,4/23/2006,40,,
TX724.5.I4 S2414 1998,TX724.5.I4S24141998,Julie Sahni's introduction to Indian cooking,"Sahni, Julie",31275012465481,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,7/14/1998,8/27/2011,28,,
TX724.5.C5 C5438 1983,TX724.5.C5C54381983,"Everything you want to know about Chinese cooking / Pearl Kong Chen, Tien Chi Chen, Rose Y.L. Tseng","Chen, Pearl Kong",31275006678081,LEAVEY,BOOKSTACKS,BOOKSTACKS,1983,9/25/1996,11/9/2005,54,,
TX715 .L917 1998,TX715.L9171998,Bob Chinn's Crabhouse cookbook / by Serena Lucchesi,"Lucchesi, Serena",31275012560943,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,11/18/1998,11/18/1998,1,,
TX715 .C69,TX715.C69,"Cooking techniques : how to do anything a recipe tells you to do / Beverly Cox, with Joan Whitman; photographed by Steven Mays","Cox, Beverly, 1945-",31275002160225,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,9/22/2010,63,,
TX714 .P385 1993,TX714.P3851993,Fog City Diner cookbook / by Cindy Pawlcyn,"Pawlcyn, Cindy",31275012484656,LEAVEY,BOOKSTACKS,BOOKSTACKS,1993,3/22/1998,3/13/2008,13,,
TX652 .F33 1999,TX652.F331999,Stacks : the art of vertical food / Deborah Fabricant,"Fabricant, Deborah",31275029684207,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,10/20/1999,12/9/2002,5,,
TX652 .E367 1997,TX652.E3671997,Play with your food,"Elffers, Joost",31275028558287,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,1/26/1998,4/20/2006,8,,
TX649 .R46 2004,TX649.R462004,Remembrance of things Paris : sixty years of writing from Gourmet / edited and with an introduction by Ruth Reichl,"Reichl, Ruth",31275039158267,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,4/28/2004,8/23/2010,1,,
TX641 .B63 1994,TX641.B631994,European gastronomy : the story of man's food and eating customs / W.K.H. Bode,"Bode, W. K. H. (Willi Karl Heinrich), 1931-",31275027931022,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/8/1996,8/12/2008,8,,
TX603 .B435 1997,TX603.B4351997,Art of preserving / Jan Berry ; photography by Rodney Weidland,"Berry, Jan",31275028510502,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,9/5/1997,3/21/2005,4,,
TX551 .B64,TX551.B64,Bowes and Church's food values of portions commonly used,"Bowes, Anna De Planter",972350-3001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1980,9/15/2004,Never,0,,
TX392 .H528 1996,TX392.H5281996,The case for vegetarianism : philosophy for a small planet / John Lawrence Hill,"Hill, John L. (John Lawrence), 1960-",31275027926022,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,12/8/1996,4/11/2006,34,,
TX392 .G73 1994,TX392.G731994,"Vegetarianism, a history / by Jon Gregerson","Gregerson, Jon",31275027898718,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/8/1996,11/16/2005,21,,
TX357 .C257 1989,TX357.C2571989,"American foodways : what, when, why, and how we eat in America / Charles Camp","Camp, Charles",31275023222376,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,10/10/2011,17,,
TX349 .O94 2007,TX349.O942007,The Oxford companion to American food and drink / edited by Andrew F. Smith,"Smith, Andrew F., 1946-",31275043829721,LEAVEY,BOOKSTACKS,BOOKSTACKS,2007,5/18/2007,Never,0,,
TX335 .H445,TX335.H445,Help,,1017241-2002,LEAVEY,BOOKSTACKS,BOOKSTACKS,1977,9/16/2004,Never,0,,
TX335.A1 C76 1977,TX335.A1C761977,Consumer reports buying guide issue,Consumers Union of United States,949274-47001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1937,8/3/2009,Never,0,,
TX335.A1 C76,TX335.A1C76,Consumer reports buying guide issue,Consumers Union of United States,949274-17001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1937,9/15/2004,Never,0,,
TT633 .H65 1992,TT633.H651992,"Patterns for theatrical costumes : garments, trims, and accessories from ancient Egypt to 1915 / Katherine Strand Holkeboer","Holkeboer, Katherine Strand",31275025957854,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,9/25/1996,1/25/2008,12,,
TT515 .J34 2009,TT515.J342009,"Fashion makers, fashion shapers : the essential guide to fashion by those in the know / Anne-Celine Jaeger","Jaeger, Anne-Celine",31275043878116,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,6/22/2010,1/20/2011,1,,
TT507 .H593 1989,TT507.H5931989,Costume construction / Katherine Strand Holkeboer,"Holkeboer, Katherine Strand",31275019678029,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,10/21/2009,12,,
TT504 .W385 1968b,TT504.W3851968b,"The cut of men's clothes, 1600-1900","Waugh, Norah",31275015090591,LEAVEY,BOOKSTACKS,BOOKSTACKS,1964,9/25/1996,11/14/2003,13,,
TT504 .D45,TT504.D45,"The history of haute couture, 1850-1950 / Diana de Marly","De Marly, Diana",31275001881417,LEAVEY,BOOKSTACKS,BOOKSTACKS,1980,9/25/1996,4/17/2011,42,,
TT180 .C7 1998x,TT180.C71998x,The complete woodworker / edited by Bernard E. Jones,"Jones, Bernard Edward, 1879-",31275012583853,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,12/8/1998,11/14/2005,3,,
TS753 .N38 1998,TS753.N381998,The nature of diamonds / edited by George E. Harlow,"Harlow, George E",31275028515402,LEAVEY,BOOKSTACKS,BOOKSTACKS,1998,12/3/1997,1/11/2007,10,,
TS1963 .E37 1997,TS1963.E371997,"Slaughterhouse : the shocking story of greed, neglect, and inhumane treatment inside the U.S. meat industry / Gail A. Eisnitz","Eisnitz, Gail A",31275028777846,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,2/6/1998,10/8/2009,8,,
TS161 .A38 1999,TS161.A381999,Industrial ecology : policy framework and implementation / Braden R. Allenby,"Allenby, Braden R",31275035043323,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,8/22/2000,11/8/2010,14,,
TS155 .S894 2004,TS155.S8942004,Key concepts in operations management / Jonathan Sutherland and Diane Canwell,"Sutherland, Jonathan",31275039479697,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,2/16/2005,2/5/2006,1,,
TR899 .T83 2011,TR899.T832011,Final cut server 1.5 / Drew Tucker,"Tucker, Drew",31275050219261,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,10/13/2010,1/13/2011,1,,
TR897.7 .W66 2004x,TR897.7.W662004x,"Motion design : moving graphics for television, music video, cinema, and digital interfaces / Matt Woolman","Woolman, Matt",31275041421356,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,7/19/2005,9/3/2010,7,,
TR897.7 .U4722 2006,TR897.7.U47222006,Macromedia Flash 8 for Windows and Macintosh / Katherine Ulrich,"Ulrich, Katherine",31275044496686,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,1/28/2008,11/28/2011,11,,
TR897.7.M87 2011,TR897.7.M872011,3ds Max 2012 bible / Kelly L. Murdock,"Murdock, Kelly, author",31275049712046,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,11/17/2011,Never,0,,
TR897.7 .G74 2003,TR897.7.G742003,How did they do that? : motion graphics / David Greene,"Greene, David",31275037378123,LEAVEY,BOOKSTACKS,BOOKSTACKS,2003,6/19/2003,1/14/2008,7,,
TR 820 L43 1982,TR820L431982,Moments : the Pulitzer Prize photographs / Sheryle and John Leekley,"Leekley, Sheryle",31275015271266,LEAVEY,BOOKSTACKS,BOOKSTACKS,1982,9/25/1996,7/29/2004,17,,
TR820 .W67 2002,TR820.W672002,World press photo,World Press Photo Holland Foundation,31275037241198,LEAVEY,BOOKSTACKS,BOOKSTACKS,1955,12/23/2002,1/14/2008,17,,
TR820 .W67,TR820.W67,World press photo,World Press Photo Holland Foundation,973493-11001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1955,10/25/2004,Never,0,,
TR820 .W4 2002,TR820.W42002,Phototruth or photofiction? : ethics and media imagery in the digital age / Tom Wheeler,"Wheeler, Tom, 1960-",31275038551231,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,1/2/2004,3/21/2005,4,,
TR820 .P7 2001x v.4,TR820.P72001xv.4,"Pleasure of life / [editors] T. Kester, K. Lundelin","Kester, Terri",31275036763234,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,8/29/2002,9/26/2004,3,,
TR820 .P7 2001x v.3,TR820.P72001xv.3,"Pleasure of life / [editors] T. Kester, K. Lundelin","Kester, Terri",31275036763267,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,8/29/2002,10/23/2007,7,,
TR820 .P7 2001x v.2,TR820.P72001xv.2,"Pleasure of life / [editors] T. Kester, K. Lundelin","Kester, Terri",31275036763259,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,8/29/2002,9/26/2004,3,,
TR820 .P7 2001x v.1,TR820.P72001xv.1,"Pleasure of life / [editors] T. Kester, K. Lundelin","Kester, Terri",31275036763242,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,8/29/2002,9/26/2004,4,,
TR820 .P294 2002,TR820.P2942002,Photojournalism : an introduction / Fred S. Parrish,"Parrish, Fred S",31275035682054,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,11/2/2001,7/7/2011,33,,
TR820 .L374 2009,TR820.L3742009,Photojournalism and today's news : creating visual reality / Loup Langton,"Langton, Loup",31275046402898,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,4/23/2009,11/8/2010,8,,
TR820 .H67 2001,TR820.H672001,Photo-journalism : developing style in creative photography / Terry Hope,"Hope, Terry, 1956-",31275036732296,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,7/31/2002,7/7/2011,10,,
TR820 .B48,TR820.B48,The Best of photojournalism,National Press Photographers Association (U.S.),1017269-6001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1977,9/15/2004,Never,0,,
TR820.5 .R68 1986,TR820.5.R681986,Documentary photography / Arthur Rothstein,"Rothstein, Arthur, 1915-1985",31275018417502,LEAVEY,BOOKSTACKS,BOOKSTACKS,1986,9/25/1996,4/19/2006,32,,
TR820.5 .N47 1992,TR820.5.N471992,Atget's seven albums / Molly Nesbit,"Nesbit, Molly, 1952-",31275026292558,LEAVEY,BOOKSTACKS,BOOKSTACKS,1992,1/1/1997,4/20/2011,25,,
TR820.5 .I58 2006,TR820.5.I582006,"Our people, our land, our images : international indigenous photographers / edited by Hulleah J. Tsinhnahjinnie and Veronica Passalacqua","International Indigenous Photographers Conference (2006 : Davis, Calif.)",31275048648712,LEAVEY,BOOKSTACKS,BOOKSTACKS,2006,12/1/2010,Never,0,,
TR800 .E34 2010,TR800.E342010,The underwater photographer / Martin Edge ; edited by Judith Young,"Edge, Martin",31275048320353,LEAVEY,BOOKSTACKS,BOOKSTACKS,2010,1/28/2011,Never,0,,
TR790 .P87 1981,TR790.P871981,Carl Purcell's complete guide to travel photography,"Purcell, Carl",31275003930097,LEAVEY,BOOKSTACKS,BOOKSTACKS,1981,9/25/1996,11/15/2004,29,,
TR681 .H65 W38 1996,TR681.H65W381996,Hard to imagine : gay male eroticism in photography and film from their beginnings to Stonewall / Thomas Waugh,"Waugh, Thomas, 1948-",31275028704808,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,11/3/1997,9/24/2007,19,,
TR681.G5 M36 1988,TR681.G5M361988,At twelve : portraits of young women / by Sally Mann ; introduction by Ann Beattie,"Mann, Sally, 1951-",31275038935327,LEAVEY,BOOKSTACKS,BOOKSTACKS,1988,9/8/2004,5/4/2011,9,,
TR681.F3 A933 2002,TR681.F3A9332002,Richard Avedon portraits / [essays by Maria Morris Hambourg and Mia Fineman and Richard Avedon ; foreword by Philippe de Montebello],"Avedon, Richard",31275038935442,LEAVEY,BOOKSTACKS,BOOKSTACKS,2002,9/8/2004,7/29/2006,5,,
TR681.A94 B87 2008,TR681.A94B872008,Drive / Andrew Bush ; with an essay by Patt Morrison and an interview by Jeff L. Rosenheim,"Bush, Andrew",31275044831270,LEAVEY,BOOKSTACKS,BOOKSTACKS,2008,5/27/2008,Never,0,,
TR660.5 .A3 1994,TR660.5.A31994,Yosemite and the High Sierra / Ansel Adams ; edited by Andrea G. Stillman ; introduction by John Szarkowski,"Adams, Ansel, 1902-1984",31275027584573,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/16/1996,3/5/2008,29,,
TR658.5K54 1999x,TR658.5K541999x,Hand coloring black & white photography : an introduction and step-by-step guide / Laurie Klein,"Klein, Laurie",31275029637056,LEAVEY,BOOKSTACKS,BOOKSTACKS,1999,1/19/2000,3/12/2009,21,,
TR655.S536 2011,TR655.S5362011,Hurricane story / Jennifer Shaw,"Shaw, Jennifer",31275049532493,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,12/16/2011,Never,0,,
TR655 .C745 2011,TR655.C7452011,"In a lonely place / Gregory Crewdson ; introduction by Estelle Af Malmborg, Jens Erdman Rasmussen, Felix Hoffmann ; texts by Gregory Crewdson, Craig Burnett","Crewdson, Gregory",31275049532394,LEAVEY,BOOKSTACKS,BOOKSTACKS,2011,12/16/2011,Never,0,,
TR654 .W422 1989,TR654.W4221989,Eudora Welty : photographs / foreword by Reynolds Price,"Welty, Eudora, 1909-2001",31275028096163,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,12/19/1996,7/13/2010,11,,
TR654 .R86,TR654.R86,Nine swimming pools and a broken glass / Edward Ruscha,"Ruscha, Edward",31275038935616,LEAVEY,BOOKSTACKS,BOOKSTACKS,1968,9/8/2004,9/18/2009,6,,
TR654 .K39 2009,TR654.K392009,O public road! : photographs of America / Peter Kayafas ; essay by Allan Gurganus ; song by Eef Barzelay,"Kayafas, Peter",31275050242883,LEAVEY,BOOKSTACKS,BOOKSTACKS,2009,6/16/2010,Never,0,,
TR654 .C368 1994,TR654.C3681994,Henri Cartier-Bresson : à propos de Paris / with texts by Vera Feyder and Andrʹe Pieyre de Mandiargues written for the exhibition Paris à vue d'oeil,"Cartier-Bresson, Henri, 1908-2004",31275027584581,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,12/16/1996,11/3/2010,12,,
TR654 .A1633 1997,TR654.A16331997,Twenty-five and under : photographers / edited by Alice Rose George ; introduction by Robert Coles,"George, Alice Rose, 1944-",31275028893221,LEAVEY,BOOKSTACKS,BOOKSTACKS,1997,6/17/1997,9/20/2006,19,,
TR650 .M6183 1969b,TR650.M61831969b,"Painting, photography, film. With a note by Hans M. Wingler and a postscript by Otto Stelzer. Translated by Janet Seligman","Moholy-Nagy, László, 1895-1946",31275054857082,LEAVEY,BOOKSTACKS,BOOKSTACKS,1969,1/29/2016,Never,0,,
TR650 .A28 2001,TR650.A282001,Portraits of America / William Albert Allard ; foreword by Richard Ford,"Allard, William Albert",31275035730895,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,3/26/2002,9/4/2007,2,,
TR646.U62 T833 1989,TR646.U62T8331989,Decade by decade : twentieth-century American photography from the collection of the Center for Creative Photography / edited by James Enyeart with essays by Estelle Jussim ... [et al.],"Enyeart, James",31275021835278,LEAVEY,BOOKSTACKS,BOOKSTACKS,1989,9/25/1996,8/17/2007,14,,
TR645.S342 S267 1994,TR645.S342S2671994,"Public information : desire, disaster, document",San Francisco Museum of Modern Art,31275038934643,LEAVEY,BOOKSTACKS,BOOKSTACKS,1994,9/2/2004,8/7/2011,5,,
TR41 .N68 1996,TR41.N681996,Novas travessias : contemporary Brazilian photography / Maria Luiza Melo Carvalho,"Carvalho, Maria Luiza Melo",31275028098896,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,12/19/1996,4/17/2007,18,,
TR287 .P45,TR287.P45,Photo lab index,,1017247-2001,LEAVEY,BOOKSTACKS,BOOKSTACKS,1977,9/16/2004,Never,0,,
TR268 .R46 2004x,TR268.R462004x,Pinhole photography : rediscovering a historic technique / Eric Renner,"Renner, Eric",31275041950818,LEAVEY,BOOKSTACKS,BOOKSTACKS,2004,8/12/2005,4/27/2011,6,,
TR267 .F373 2001,TR267.F3732001,Printing the image / Joe Farace,"Farace, Joe",31275037292886,LEAVEY,BOOKSTACKS,BOOKSTACKS,2001,12/18/2002,1/5/2011,10,,
TR183 .G8413 1996,TR183.G84131996,Ghost image / Hervé Guibert ; translated from the French by Robert Bononno,"Guibert, Hervé",31275028257641,LEAVEY,BOOKSTACKS,BOOKSTACKS,1996,2/20/1997,7/4/2011,17,,
